id,lon,lat,elev
20953415.0,-79.3730842,43.6741616,109.0
2467917986.0,-79.3722779,43.6743853,112.0
20953416.0,-79.3721411,43.6744233,111.0
20953417.0,-79.3713645,43.6745847,111.0
20953418.0,-79.3711869,43.6746196,111.0
20953419.0,-79.3700747,43.6748719,112.0
2284446776.0,-79.3688865,43.6751209,112.0
20953420.0,-79.3687684,43.6751457,110.0
20953446.0,-79.3722521,43.6767132,112.0
1457418404.0,-79.3722583,43.6767987,112.0
20953445.0,-79.3721632,43.6768559,112.0
20953444.0,-79.3716171,43.6769871,113.0
20953436.0,-79.3711308,43.6770872,110.0
20953435.0,-79.3710233,43.6770872,110.0
20953434.0,-79.3709571,43.6770376,110.0
20953433.0,-79.3708427,43.6767853,107.0
20953437.0,-79.3704048,43.6771474,102.0
1457418399.0,-79.3706839,43.6767516,105.0
20953432.0,-79.3702377,43.6766241,106.0
20953431.0,-79.370122,43.6765828,106.0
1457418356.0,-79.3699819,43.6764427,109.0
20953430.0,-79.3699152,43.6763761,109.0
20953429.0,-79.3697829,43.6762934,111.0
20953428.0,-79.3695679,43.676252,111.0
1457418346.0,-79.3694611,43.6762634,111.0
20953427.0,-79.3693364,43.6762768,111.0
20953426.0,-79.3692372,43.6762686,112.0
20953424.0,-79.3691586,43.6762044,112.0
20953423.0,-79.3689487,43.6757522,113.0
20953425.0,-79.368817,43.675341,111.0
20953439.0,-79.3680235,43.6754665,104.0
20953440.0,-79.3678525,43.6754458,104.0
20953441.0,-79.3677984,43.6754004,105.0
20953442.0,-79.3678067,43.6753094,108.0
20953443.0,-79.3678811,43.6751771,107.0
2057182711.0,-79.3686886,43.6748239,110.0
2057182542.0,-79.3686474,43.6746804,110.0
2057182603.0,-79.368606,43.6745847,110.0
20953422.0,-79.3685533,43.6745014,110.0
20953421.0,-79.3681456,43.6738108,109.0
579086631.0,-79.3682441,43.6738951,109.0
295331570.0,-79.3683279,43.6740199,109.0
2057182580.0,-79.3684099,43.6741567,109.0
2284449207.0,-79.3684571,43.6742607,109.0
2284446772.0,-79.3684866,43.6743748,110.0
244248807.0,-79.3685084,43.6744281,110.0
20953447.0,-79.3718171,43.6757531,112.0
20953452.0,-79.3751731,43.6760347,110.0
20953451.0,-79.3757106,43.6758698,108.0
20953450.0,-79.3762173,43.6756845,105.0
20953449.0,-79.3769837,43.6753799,103.0
773012577.0,-79.3777313,43.6750595,105.0
20953448.0,-79.377826,43.6750189,105.0
20953453.0,-79.3744975,43.6761874,113.0
20953454.0,-79.3739942,43.6763067,113.0
773012586.0,-79.3777082,43.6749978,105.0
295319908.0,-79.3776315,43.674984,105.0
20953469.0,-79.3762585,43.6749189,107.0
20953468.0,-79.3756062,43.6749002,110.0
20953467.0,-79.3752123,43.6749643,111.0
20953466.0,-79.3748007,43.67504,112.0
20953465.0,-79.3742381,43.6751399,113.0
20953464.0,-79.373584,43.6752431,113.0
20953472.0,-79.3733427,43.6747274,112.0
961000621.0,-79.3755676,43.6748058,110.0
961000618.0,-79.3753405,43.6742498,113.0
3637387732.0,-79.3751153,43.6737081,113.0
20953485.0,-79.3784171,43.673959,110.0
20953484.0,-79.3781489,43.6740696,111.0
20953483.0,-79.3779411,43.674201,111.0
773012570.0,-79.377665,43.6743155,110.0
20953478.0,-79.3775815,43.6743501,109.0
20953479.0,-79.3773751,43.6738364,109.0
773012585.0,-79.3772582,43.6738576,110.0
20953480.0,-79.3768859,43.6739171,108.0
20953481.0,-79.3765745,43.6739626,108.0
295274936.0,-79.3764224,43.6739233,109.0
20953482.0,-79.3762784,43.6737652,109.0
961000617.0,-79.3748338,43.6751285,112.0
20953489.0,-79.3710358,43.6742238,110.0
20953490.0,-79.370989,43.674157,110.0
20953491.0,-79.3709154,43.6741235,109.0
2467917985.0,-79.3708402,43.6741387,109.0
20953492.0,-79.3703203,43.6742439,110.0
20953493.0,-79.3697666,43.6743675,111.0
20953494.0,-79.369313,43.6744627,111.0
2057182644.0,-79.3691641,43.6744963,111.0
244248810.0,-79.3690125,43.6745256,111.0
2057182663.0,-79.3688789,43.6745104,111.0
2284446773.0,-79.368822,43.6744886,110.0
2057182586.0,-79.3687789,43.6744721,110.0
20953646.0,-79.3751447,43.6776188,111.0
20953645.0,-79.3752444,43.6773817,111.0
20953644.0,-79.3752787,43.6771524,111.0
20953643.0,-79.3752541,43.6769954,111.0
20953642.0,-79.3751336,43.6766373,111.0
20953641.0,-79.3750941,43.6765051,111.0
