X,Y,id,CMAUID,CTUID
-79.7266313586034,43.7330329852802,35211128,535,5350562.08
-79.7339358315556,43.7382300914963,35211130,535,5350562.07
-79.7316145109973,43.7404025978451,35211131,535,5350562.07
-79.7363854223956,43.7418543574183,35211132,535,5350562.06
-79.6406548855237,43.7282457127224,35211071,535,5350531.01
-79.6419263926153,43.7291519698501,35211072,535,5350531.01
-79.6771297899706,43.5478225370743,35211446,535,5350516.16
-79.6130613085216,43.5751595794619,35211447,535,5350513.02
-79.6168520817413,43.5767586138309,35211448,535,5350513.02
-79.7167663793912,43.722224353295,35211454,535,5350563.01
-79.7427056971162,43.6707432013471,35211455,535,5350572.05
-79.6003538485164,43.5715207923927,35211456,535,5350511.01
-79.6022456895795,43.5715992912609,35211457,535,5350511.01
-79.7352956523491,43.6802206863251,35211262,535,5350570.02
-79.7390536118065,43.6769631242299,35211263,535,5350570.02
-79.7410593541972,43.6801623796916,35211264,535,5350571.02
-79.7426456436238,43.6751936077245,35211265,535,5350571.02
-79.7449527015743,43.6804852456886,35211266,535,5350571.02
-79.7483238687783,43.68077758995,35211267,535,5350571.02
-79.7446056214461,43.6850153450408,35211268,535,5350571.02
-79.7412394835435,43.6867058453115,35211269,535,5350571.02
-79.7452772001126,43.6881647947418,35211270,535,5350571.01
-79.7498580237406,43.6871048404694,35211271,535,5350571.01
-79.7484986891306,43.6903309017523,35211272,535,5350571.01
-79.8354902531456,43.966090747365,35211386,535,5350585.08
-79.7559904811656,43.7516083554807,35211394,535,5350576.17
-79.6323380837628,43.7301601768631,35211110,535,5350531.02
-79.6287513400036,43.727193952555,35211111,535,5350531.02
-79.6285375923603,43.7245407040866,35211112,535,5350530.01
-79.6291948005999,43.7216681538449,35211113,535,5350530.01
-79.6244114650492,43.7223110602859,35211114,535,5350530.02
-79.7124486715431,43.7366347580584,35211120,535,5350562.09
-79.7159274646741,43.7394241310268,35211121,535,5350562.08
-79.7185259945589,43.7365456269378,35211122,535,5350562.08
-79.5660189695547,43.5737816434168,35211489,535,5350500.02
-79.5626847871383,43.5750286467361,35211490,535,5350500.02
-79.5904223481232,43.6382930515841,35211491,535,5350527.04
-79.7395724584866,43.7398009179658,35211133,535,5350562.03
-79.7407826284585,43.7387232178154,35211134,535,5350562.03
-79.7447000268852,43.7376455605493,35211135,535,5350562.03
-79.7451697151844,43.7402744998071,35211136,535,5350562.03
-79.7453149062528,43.7410368493075,35211137,535,5350562.03
-79.7488214161,43.7359564111771,35211138,535,5350562.03
-79.7450115004744,43.7354320417746,35211140,535,5350562.03
-79.7413666440101,43.7344865356106,35211141,535,5350562.04
-79.7384558596252,43.7354009319356,35211142,535,5350562.04
-79.7377542581888,43.5652175447773,35211511,535,5350516.28
-79.7280923529611,43.5598969396747,35211513,535,5350516.44
-79.7716032996233,43.5680520797602,35211514,535,5350516.22
-79.7722387321499,43.5654960018565,35211515,535,5350516.22
-79.7726974086122,43.5626415136512,35211516,535,5350516.22
-79.7682767648228,43.562620694705,35211517,535,5350516.22
-79.8888275097283,43.6534369476542,35240031,535,5350633.00
-79.9107324473917,43.6574304115806,35240032,535,5350633.00
-79.9120900346353,43.6597091203082,35240033,535,5350633.00
-79.914382309906,43.66192272451,35240034,535,5350633.00
-79.7961636004333,43.7409128165363,35211397,535,5350576.04
-79.75989490681,43.7077740957976,35211399,535,5350575.03
-79.7385412403255,43.6655189037902,35211401,535,5350572.05
-79.7315336667259,43.6808098138785,35211402,535,5350570.01
-80.0126320646152,43.799644762772,35211629,535,5350587.02
-79.8734497252681,43.734075185693,35210018,535,5350586.02
-79.8725304253552,43.4992198600701,35240075,535,5350622.00
-79.8703708116388,43.5011201682709,35240076,535,5350622.00
-79.8661515742962,43.5043061812188,35240077,535,5350622.00
-79.872267355839,43.5048430903323,35240078,535,5350622.00
-79.871270299819,43.5107943497129,35240079,535,5350622.00
-79.8597116532183,43.5099337094469,35240081,535,5350621.00
-79.8591186644979,43.5149694487439,35240082,535,5350621.00
-79.856796666209,43.5157201810875,35240083,535,5350621.00
-79.7291953408419,43.463654969242,35240101,535,5350612.11
-79.733314633023,43.4616695968467,35240102,535,5350612.11
-79.7346813782477,43.4638322566406,35240104,535,5350612.11
-79.7247831069592,43.4652166646692,35240105,535,5350612.12
-79.7257134609319,43.4677471889428,35240106,535,5350612.12
-79.7206550077389,43.4656101881475,35240107,535,5350612.12
-79.7202187002082,43.4682969805244,35240108,535,5350612.12
-79.7144440149025,43.4667206507852,35240109,535,5350612.12
-79.7164115035381,43.464797003108,35240110,535,5350612.12
-79.7107443725203,43.4638026497715,35240111,535,5350613.01
-79.6967190786077,43.4586365697364,35240120,535,5350613.03
-79.6914235143778,43.462270037505,35240123,535,5350613.03
-79.6878807299916,43.4603716356423,35240124,535,5350613.03
